dataset_code,dataset_name,project_code,project_name,profile_id,profile_depth_id,monitoring_location_name,date,time_sample,depth_m,depth_bin_m,temp_c,oxygen_mg_l1,oxygen_saturation_pct,cond_us_cm1,cond_spec_us_cm1,chla_ug_l1,gear_type_code,gear_type_desc,optode,method_sample_code,method_sample_desc,qa_level,collected_by,researcher_code,researcher_name,qualifiers,comments,update_date,account,version
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[239 LA CB] [2024-01-08],[239 LA CB] [2024-01-08] [Depth: 20.01 m],239 LA CB,2024-01-08,15:57:00,20.01,20,3.139,10.05,78.38,10.33,17.735,1.086,RBR3,RBR #3 Maestro^3 Serial No 211416,,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-04-28,chay,5
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[239 LA CB] [2024-01-08],[239 LA CB] [2024-01-08] [Depth: 21.02 m],239 LA CB,2024-01-08,15:59:00,21.02,21,3.149,9.99,77.933,10.33,17.729,1.087,RBR3,RBR #3 Maestro^3 Serial No 211416,,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-04-28,chay,5
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[239 LA CB] [2024-01-08],[239 LA CB] [2024-01-08] [Depth: 22.01 m],239 LA CB,2024-01-08,16:00:00,22.01,22,3.203,9.92,77.499,10.41,17.835,1.124,RBR3,RBR #3 Maestro^3 Serial No 211416,,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-04-28,chay,5
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[239 LA CB] [2024-01-08],[239 LA CB] [2024-01-08] [Depth: 23.01 m],239 LA CB,2024-01-08,16:01:00,23.01,23,3.25,9.8,76.658,10.43,17.842,1.109,RBR3,RBR #3 Maestro^3 Serial No 211416,,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-04-28,chay,5
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[239 LA CB] [2024-01-08],[239 LA CB] [2024-01-08] [Depth: 24.0 m],239 LA CB,2024-01-08,16:02:00,24,24,3.282,9.57,74.923,10.46,17.875,1.167,RBR3,RBR #3 Maestro^3 Serial No 211416,,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-04-28,chay,5
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[239 LA CB] [2024-01-08],[239 LA CB] [2024-01-08] [Depth: 25.02 m],239 LA CB,2024-01-08,16:03:00,25.02,25,3.31,9.17,71.845,10.65,18.183,1.155,RBR3,RBR #3 Maestro^3 Serial No 211416,,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-04-28,chay,5
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[239 LA CB] [2024-01-08],[239 LA CB] [2024-01-08] [Depth: 26.0 m],239 LA CB,2024-01-08,16:04:00,26,26,3.321,8.59,67.32,10.74,18.33,1.151,RBR3,RBR #3 Maestro^3 Serial No 211416,,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-04-28,chay,5
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[239 LA CB] [2024-01-08],[239 LA CB] [2024-01-08] [Depth: 27.03 m],239 LA CB,2024-01-08,16:04:00,27.03,27,3.341,7.66,60.064,10.74,18.318,1.143,RBR3,RBR #3 Maestro^3 Serial No 211416,,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-04-28,chay,5
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[239 LA CB] [2024-01-08],[239 LA CB] [2024-01-08] [Depth: 28.05 m],239 LA CB,2024-01-08,16:05:00,28.05,28,3.388,6.992,54.895,10.85,18.477,1.141,RBR3,RBR #3 Maestro^3 Serial No 211416,,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-04-28,chay,5
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[239 LA CB] [2024-01-08],[239 LA CB] [2024-01-08] [Depth: 29.0 m],239 LA CB,2024-01-08,16:07:00,29,29,3.408,6.402,50.289,11.04,18.789,1.157,RBR3,RBR #3 Maestro^3 Serial No 211416,,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-04-28,chay,5
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[239 LA CB] [2024-01-08],[239 LA CB] [2024-01-08] [Depth: 30.01 m],239 LA CB,2024-01-08,16:08:00,30.01,30,3.441,5.196,40.852,11.19,19.023,1.213,RBR3,RBR #3 Maestro^3 Serial No 211416,,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-04-28,chay,5
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[239 LA CB] [2024-01-08],[239 LA CB] [2024-01-08] [Depth: 30.52 m],239 LA CB,2024-01-08,16:09:00,30.52,,3.457,4.767,37.495,11.46,19.472,8.715,RBR3,RBR #3 Maestro^3 Serial No 211416,,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-04-28,chay,5
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[239 LA CB] [2024-03-05],[239 LA CB] [2024-03-05] [Depth: 1.04 m],239 LA CB,2024-03-05,10:46:00,1.04,1,1.009,12.12,89.165,15.48,28.573,1.836,RBR4,RBR #4 Maestro^3 Serial No 211417,,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-04-28,chay,5
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[239 LA CB] [2024-03-05],[239 LA CB] [2024-03-05] [Depth: 2.0 m],239 LA CB,2024-03-05,11:02:00,2,2,1.655,11.16,83.591,12.425,22.423,1.558,RBR4,RBR #4 Maestro^3 Serial No 211417,,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-04-28,chay,5
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[239 LA CB] [2024-03-05],[239 LA CB] [2024-03-05] [Depth: 3.035 m],239 LA CB,2024-03-05,10:48:00,3.035,3,1.65,11.27,84.404,13.675,24.683,1.535,RBR4,RBR #4 Maestro^3 Serial No 211417,,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-04-28,chay,5
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[239 LA CB] [2024-03-05],[239 LA CB] [2024-03-05] [Depth: 4.039 m],239 LA CB,2024-03-05,10:49:00,4.039,4,1.671,11.24,84.228,13.38,24.133,1.474,RBR4,RBR #4 Maestro^3 Serial No 211417,,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-04-28,chay,5
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[239 LA CB] [2024-03-05],[239 LA CB] [2024-03-05] [Depth: 5.026 m],239 LA CB,2024-03-05,10:50:00,5.026,5,1.694,11,82.482,13.14,23.682,1.398,RBR4,RBR #4 Maestro^3 Serial No 211417,,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-04-28,chay,5
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[239 LA CB] [2024-03-05],[239 LA CB] [2024-03-05] [Depth: 9.99 m],239 LA CB,2024-03-05,10:50:00,9.99,10,2.202,9.95,75.657,12.705,22.504,1.161,RBR4,RBR #4 Maestro^3 Serial No 211417,,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-04-28,chay,5
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[239 LA CB] [2024-03-05],[239 LA CB] [2024-03-05] [Depth: 15.02 m],239 LA CB,2024-03-05,10:52:00,15.02,15,2.76,9.33,72.026,12.88,22.392,1.063,RBR4,RBR #4 Maestro^3 Serial No 211417,,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-04-28,chay,5
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[239 LA CB] [2024-03-05],[239 LA CB] [2024-03-05] [Depth: 19.98 m],239 LA CB,2024-03-05,10:53:00,19.98,20,3.186,9.19,71.763,12.795,21.934,1.033,RBR4,RBR #4 Maestro^3 Serial No 211417,,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-04-28,chay,5
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[239 LA CB] [2024-03-05],[239 LA CB] [2024-03-05] [Depth: 25.0 m],239 LA CB,2024-03-05,10:54:00,25,25,3.35,6.268,49.161,13.31,22.695,1.05,RBR4,RBR #4 Maestro^3 Serial No 211417,,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-04-28,chay,5
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[239 LA CB] [2024-03-05],[239 LA CB] [2024-03-05] [Depth: 30.1 m],239 LA CB,2024-03-05,10:55:00,30.1,30,3.59,1.283,10.127,13.67,23.128,1.021,RBR4,RBR #4 Maestro^3 Serial No 211417,,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-04-28,chay,5
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[239 LA CB] [2024-03-05],[239 LA CB] [2024-03-05] [Depth: 4.11 m],239 LA CB,2024-03-05,11:00:00,4.11,,1.7,10.89,81.67,12.645,22.785,1.411,RBR4,RBR #4 Maestro^3 Serial No 211417,,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-04-25,chay,1
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[239 LA CB] [2024-03-05],[239 LA CB] [2024-03-05] [Depth: 0.38 m],239 LA CB,2024-03-05,10:45:00,0.38,,0.291,12.34,88.962,19.87,37.628,1.511,RBR4,RBR #4 Maestro^3 Serial No 211417,,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-04-25,chay,1
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[239 LA CB] [2024-03-05],[239 LA CB] [2024-03-05] [Depth: 0.61 m],239 LA CB,2024-03-05,11:04:00,0.61,,1.51,11.72,87.434,12.705,23.044,1.277,RBR4,RBR #4 Maestro^3 Serial No 211417,,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-04-28,chay,5
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[239 LA CB] [2024-03-18],[239 LA CB] [2024-03-18] [Depth: -0.036 m],239 LA CB,2024-03-18,14:41:44,-0.036,0,1.02,11.7,86.101,14.31,26.403,,RBR2,RBR #2 XRX620 Serial No 18033,138,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-04-28,chay,5
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[239 LA CB] [2024-03-18],[239 LA CB] [2024-03-18] [Depth: 0.496 m],239 LA CB,2024-03-18,14:44:05,0.496,0.5,2.008,10.91,82.517,13.85,24.695,,RBR2,RBR #2 XRX620 Serial No 18033,138,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-04-28,chay,5
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[239 LA CB] [2024-03-18],[239 LA CB] [2024-03-18] [Depth: 1.012 m],239 LA CB,2024-03-18,14:44:53,1.012,1,1.962,10.73,81.053,13.58,24.251,,RBR2,RBR #2 XRX620 Serial No 18033,138,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-04-28,chay,5
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[239 LA CB] [2024-03-18],[239 LA CB] [2024-03-18] [Depth: 1.823 m],239 LA CB,2024-03-18,14:45:55,1.823,1.75,1.972,10.62,80.244,13.48,24.064,,RBR2,RBR #2 XRX620 Serial No 18033,138,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-04-28,chay,5
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[239 LA CB] [2024-03-18],[239 LA CB] [2024-03-18] [Depth: 1.995 m],239 LA CB,2024-03-18,14:46:19,1.995,2,1.969,10.61,80.162,13.49,24.085,,RBR2,RBR #2 XRX620 Serial No 18033,138,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-04-28,chay,5
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[239 LA CB] [2024-03-18],[239 LA CB] [2024-03-18] [Depth: 3.002 m],239 LA CB,2024-03-18,14:47:26,3.002,3,1.977,10.59,80.029,13.35,23.828,,RBR2,RBR #2 XRX620 Serial No 18033,138,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-04-28,chay,5
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[239 LA CB] [2024-03-18],[239 LA CB] [2024-03-18] [Depth: 4.0 m],239 LA CB,2024-03-18,14:48:18,4,4,1.987,10.59,80.051,13.36,23.838,,RBR2,RBR #2 XRX620 Serial No 18033,138,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-04-28,chay,5
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[239 LA CB] [2024-03-18],[239 LA CB] [2024-03-18] [Depth: 5.013 m],239 LA CB,2024-03-18,14:49:37,5.013,5,2.005,10.6,80.166,13.37,23.841,,RBR2,RBR #2 XRX620 Serial No 18033,138,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-04-28,chay,5
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[239 LA CB] [2024-03-18],[239 LA CB] [2024-03-18] [Depth: 5.987 m],239 LA CB,2024-03-18,14:50:40,5.987,6,1.992,10.61,80.213,13.34,23.798,,RBR2,RBR #2 XRX620 Serial No 18033,138,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-04-28,chay,5
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[239 LA CB] [2024-03-18],[239 LA CB] [2024-03-18] [Depth: 6.945 m],239 LA CB,2024-03-18,14:51:53,6.945,7,1.982,10.59,80.04,13.36,23.842,,RBR2,RBR #2 XRX620 Serial No 18033,138,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-04-28,chay,5
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[239 LA CB] [2024-03-18],[239 LA CB] [2024-03-18] [Depth: 7.966 m],239 LA CB,2024-03-18,14:53:20,7.966,8,1.985,10.46,79.064,13.35,23.822,,RBR2,RBR #2 XRX620 Serial No 18033,138,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-04-28,chay,5
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[239 LA CB] [2024-03-18],[239 LA CB] [2024-03-18] [Depth: 8.97 m],239 LA CB,2024-03-18,14:55:15,8.97,9,2.179,9.74,74.014,13.04,23.116,,RBR2,RBR #2 XRX620 Serial No 18033,138,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-04-28,chay,5
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[239 LA CB] [2024-03-18],[239 LA CB] [2024-03-18] [Depth: 9.99 m],239 LA CB,2024-03-18,14:57:12,9.99,10,2.349,9.14,69.777,13.09,23.072,,RBR2,RBR #2 XRX620 Serial No 18033,138,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-04-28,chay,5
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[239 LA CB] [2024-03-18],[239 LA CB] [2024-03-18] [Depth: 11.05 m],239 LA CB,2024-03-18,14:58:34,11.05,11,2.385,8.96,68.47,12.93,22.762,,RBR2,RBR #2 XRX620 Serial No 18033,138,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-04-28,chay,5
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[239 LA CB] [2024-03-18],[239 LA CB] [2024-03-18] [Depth: 11.97 m],239 LA CB,2024-03-18,15:00:16,11.97,12,2.459,8.83,67.613,13,22.828,,RBR2,RBR #2 XRX620 Serial No 18033,138,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-04-28,chay,5
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[239 LA CB] [2024-03-18],[239 LA CB] [2024-03-18] [Depth: 12.99 m],239 LA CB,2024-03-18,15:01:43,12.99,13,2.548,8.64,66.318,13.08,22.9,,RBR2,RBR #2 XRX620 Serial No 18033,138,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-04-28,chay,5
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[239 LA CB] [2024-03-18],[239 LA CB] [2024-03-18] [Depth: 14.0 m],239 LA CB,2024-03-18,15:03:05,14,14,2.604,8.5,65.342,13.16,22.997,,RBR2,RBR #2 XRX620 Serial No 18033,138,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-04-28,chay,5
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[239 LA CB] [2024-03-18],[239 LA CB] [2024-03-18] [Depth: 15.02 m],239 LA CB,2024-03-18,15:04:21,15.02,15,2.763,8.41,64.929,13.18,22.911,,RBR2,RBR #2 XRX620 Serial No 18033,138,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-04-28,chay,5
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[239 LA CB] [2024-03-18],[239 LA CB] [2024-03-18] [Depth: 16.0 m],239 LA CB,2024-03-18,15:05:36,16,16,2.902,8.25,63.933,13.22,22.875,,RBR2,RBR #2 XRX620 Serial No 18033,138,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-04-28,chay,5
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[239 LA CB] [2024-03-18],[239 LA CB] [2024-03-18] [Depth: 17.0 m],239 LA CB,2024-03-18,15:06:35,17,17,2.983,8.26,64.15,13.22,22.814,,RBR2,RBR #2 XRX620 Serial No 18033,138,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-04-28,chay,5
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[239 LA CB] [2024-03-18],[239 LA CB] [2024-03-18] [Depth: 17.98 m],239 LA CB,2024-03-18,15:07:34,17.98,18,3.094,8.33,64.887,13.23,22.748,,RBR2,RBR #2 XRX620 Serial No 18033,138,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-04-28,chay,5
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[239 LA CB] [2024-03-18],[239 LA CB] [2024-03-18] [Depth: 19.0 m],239 LA CB,2024-03-18,15:08:53,19,19,3.15,8.36,65.219,13.22,22.689,,RBR2,RBR #2 XRX620 Serial No 18033,138,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-04-28,chay,5
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[239 LA CB] [2024-03-18],[239 LA CB] [2024-03-18] [Depth: 20.02 m],239 LA CB,2024-03-18,15:10:19,20.02,20,3.225,8.25,64.49,13.24,22.667,,RBR2,RBR #2 XRX620 Serial No 18033,138,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-04-28,chay,5
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[239 LA CB] [2024-03-18],[239 LA CB] [2024-03-18] [Depth: 20.98 m],239 LA CB,2024-03-18,15:11:34,20.98,21,3.267,8.11,63.467,13.28,22.705,,RBR2,RBR #2 XRX620 Serial No 18033,138,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-04-28,chay,5
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[239 LA CB] [2024-03-18],[239 LA CB] [2024-03-18] [Depth: 22.02 m],239 LA CB,2024-03-18,15:13:03,22.02,22,3.31,7.271,56.967,13.43,22.929,,RBR2,RBR #2 XRX620 Serial No 18033,138,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-04-28,chay,5
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[239 LA CB] [2024-03-18],[239 LA CB] [2024-03-18] [Depth: 22.95 m],239 LA CB,2024-03-18,15:14:15,22.95,23,3.322,6.617,51.859,13.58,23.176,,RBR2,RBR #2 XRX620 Serial No 18033,138,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-04-28,chay,5
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[239 LA CB] [2024-03-18],[239 LA CB] [2024-03-18] [Depth: 24.0 m],239 LA CB,2024-03-18,15:16:08,24,24,3.34,5.609,43.98,13.76,23.469,,RBR2,RBR #2 XRX620 Serial No 18033,138,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-04-28,chay,5
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[239 LA CB] [2024-03-18],[239 LA CB] [2024-03-18] [Depth: 24.98 m],239 LA CB,2024-03-18,15:17:16,24.98,25,3.363,4.998,39.214,13.84,23.588,,RBR2,RBR #2 XRX620 Serial No 18033,138,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-04-28,chay,5
