dataset_code,dataset_name,project_code,project_name,profile_id,profile_depth_id,monitoring_location_name,date,time_sample,depth_m,depth_bin_m,temp_c,oxygen_mg_l1,oxygen_saturation_pct,cond_us_cm1,cond_spec_us_cm1,chla_ug_l1,gear_type_code,gear_type_desc,optode,method_sample_code,method_sample_desc,qa_level,collected_by,researcher_code,researcher_name,qualifiers,comments,update_date,account,version
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[227 LA CB] [2024-11-05],[227 LA CB] [2024-11-05] [Depth: 8.97 m],227 LA CB,2024-11-05,14:14:00,8.97,9,4.974,0,0,67.21,108.842,5.609,RBR3,RBR #3 Maestro^3 Serial No 211416,,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-04-28,chay,5
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[227 LA CB] [2024-11-05],[227 LA CB] [2024-11-05] [Depth: 9.99 m],227 LA CB,2024-11-05,14:14:00,9.99,10,4.88,0,0,89.07,144.663,7.093,RBR3,RBR #3 Maestro^3 Serial No 211416,,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-04-28,chay,5
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[227 LA CB] [2024-11-05],[227 LA CB] [2024-11-05] [Depth: 0.892 m],227 LA CB,2024-11-05,14:05:00,0.892,,6.309,6.887,58.322,9.21,14.323,17.789,RBR3,RBR #3 Maestro^3 Serial No 211416,,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-04-28,chay,5
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[239 LA CB] [2023-01-16],[239 LA CB] [2023-01-16] [Depth: 0.004 m],239 LA CB,2023-01-16,14:17:27,0.004,0,0.348,11.37,,18.57,35,4,RBR2,RBR #2 XRX620 Serial No 18033,249,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-02-26,chay,1
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[239 LA CB] [2023-01-16],[239 LA CB] [2023-01-16] [Depth: 0.511 m],239 LA CB,2023-01-16,14:18:18,0.511,0.5,1.03,11,,17.25,32,3,RBR2,RBR #2 XRX620 Serial No 18033,249,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-02-26,chay,1
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[239 LA CB] [2023-01-16],[239 LA CB] [2023-01-16] [Depth: 1.01 m],239 LA CB,2023-01-16,14:19:32,1.01,1,1.672,10,,16.35,29,3,RBR2,RBR #2 XRX620 Serial No 18033,249,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-02-26,chay,1
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[239 LA CB] [2023-01-16],[239 LA CB] [2023-01-16] [Depth: 1.995 m],239 LA CB,2023-01-16,14:20:16,1.995,2,2.282,9.65,,15.79,28,3,RBR2,RBR #2 XRX620 Serial No 18033,249,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-02-26,chay,1
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[239 LA CB] [2023-01-16],[239 LA CB] [2023-01-16] [Depth: 3.001 m],239 LA CB,2023-01-16,14:21:09,3.001,3,2.512,9.48,,15.77,28,2,RBR2,RBR #2 XRX620 Serial No 18033,249,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-02-26,chay,1
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[239 LA CB] [2023-01-16],[239 LA CB] [2023-01-16] [Depth: 4.043 m],239 LA CB,2023-01-16,14:21:54,4.043,4,2.665,9.35,,15.7,27,2,RBR2,RBR #2 XRX620 Serial No 18033,249,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-02-26,chay,1
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[239 LA CB] [2023-01-16],[239 LA CB] [2023-01-16] [Depth: 5.011 m],239 LA CB,2023-01-16,14:23:11,5.011,5,2.747,9.22,,15.73,27,2,RBR2,RBR #2 XRX620 Serial No 18033,249,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-02-26,chay,1
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[239 LA CB] [2023-01-16],[239 LA CB] [2023-01-16] [Depth: 5.759 m],239 LA CB,2023-01-16,14:23:56,5.759,5.75,2.781,9.18,,15.69,27,2,RBR2,RBR #2 XRX620 Serial No 18033,249,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-02-26,chay,1
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[239 LA CB] [2023-01-16],[239 LA CB] [2023-01-16] [Depth: 6.012 m],239 LA CB,2023-01-16,14:24:37,6.012,6,2.815,9.15,,15.74,27,2,RBR2,RBR #2 XRX620 Serial No 18033,249,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-02-26,chay,1
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[239 LA CB] [2023-01-16],[239 LA CB] [2023-01-16] [Depth: 7.002 m],239 LA CB,2023-01-16,14:25:20,7.002,7,2.832,9.11,,15.7,27,2,RBR2,RBR #2 XRX620 Serial No 18033,249,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-02-26,chay,1
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[239 LA CB] [2023-01-16],[239 LA CB] [2023-01-16] [Depth: 7.995 m],239 LA CB,2023-01-16,14:26:04,7.995,8,2.902,9.06,,15.75,27,2,RBR2,RBR #2 XRX620 Serial No 18033,249,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-02-26,chay,1
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[239 LA CB] [2023-01-16],[239 LA CB] [2023-01-16] [Depth: 9 m],239 LA CB,2023-01-16,14:26:47,9,9,2.959,8.95,,15.82,27,2,RBR2,RBR #2 XRX620 Serial No 18033,249,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-02-26,chay,1
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[239 LA CB] [2023-01-16],[239 LA CB] [2023-01-16] [Depth: 10.01 m],239 LA CB,2023-01-16,14:27:40,10.01,10,3.002,8.85,,15.85,27,2,RBR2,RBR #2 XRX620 Serial No 18033,249,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-02-26,chay,1
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[239 LA CB] [2023-01-16],[239 LA CB] [2023-01-16] [Depth: 10.99 m],239 LA CB,2023-01-16,14:28:25,10.99,11,3.017,8.77,,15.85,27,2,RBR2,RBR #2 XRX620 Serial No 18033,249,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-02-26,chay,1
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[239 LA CB] [2023-01-16],[239 LA CB] [2023-01-16] [Depth: 12.01 m],239 LA CB,2023-01-16,14:29:11,12.01,12,3.068,8.69,,15.94,27,2,RBR2,RBR #2 XRX620 Serial No 18033,249,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-02-26,chay,1
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[239 LA CB] [2023-01-16],[239 LA CB] [2023-01-16] [Depth: 13 m],239 LA CB,2023-01-16,14:29:55,13,13,3.084,8.56,,15.98,27,2,RBR2,RBR #2 XRX620 Serial No 18033,249,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-02-26,chay,1
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[239 LA CB] [2023-01-16],[239 LA CB] [2023-01-16] [Depth: 14 m],239 LA CB,2023-01-16,14:30:39,14,14,3.11,8.41,,16.06,28,2,RBR2,RBR #2 XRX620 Serial No 18033,249,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-02-26,chay,1
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[239 LA CB] [2023-01-16],[239 LA CB] [2023-01-16] [Depth: 15.02 m],239 LA CB,2023-01-16,14:31:21,15.02,15,3.134,8.27,,16.11,28,2,RBR2,RBR #2 XRX620 Serial No 18033,249,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-02-26,chay,1
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[239 LA CB] [2023-01-16],[239 LA CB] [2023-01-16] [Depth: 16 m],239 LA CB,2023-01-16,14:32:00,16,16,3.139,8.19,,16.08,28,2,RBR2,RBR #2 XRX620 Serial No 18033,249,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-02-26,chay,1
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[239 LA CB] [2023-01-16],[239 LA CB] [2023-01-16] [Depth: 17.02 m],239 LA CB,2023-01-16,14:32:41,17.02,17,3.167,8.12,,16.06,28,2,RBR2,RBR #2 XRX620 Serial No 18033,249,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-02-26,chay,1
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[239 LA CB] [2023-01-16],[239 LA CB] [2023-01-16] [Depth: 18.01 m],239 LA CB,2023-01-16,14:33:25,18.01,18,3.2,8.08,,16.02,27,2,RBR2,RBR #2 XRX620 Serial No 18033,249,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-02-26,chay,1
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[239 LA CB] [2023-01-16],[239 LA CB] [2023-01-16] [Depth: 19 m],239 LA CB,2023-01-16,14:34:13,19,19,3.229,7.955,,16.03,27,2,RBR2,RBR #2 XRX620 Serial No 18033,249,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-02-26,chay,1
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[239 LA CB] [2023-01-16],[239 LA CB] [2023-01-16] [Depth: 19.99 m],239 LA CB,2023-01-16,14:34:57,19.99,20,3.259,7.872,,16.01,27,2,RBR2,RBR #2 XRX620 Serial No 18033,249,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-02-26,chay,1
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[239 LA CB] [2023-01-16],[239 LA CB] [2023-01-16] [Depth: 21 m],239 LA CB,2023-01-16,14:35:41,21,21,3.302,7.813,,15.95,27,2,RBR2,RBR #2 XRX620 Serial No 18033,249,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-02-26,chay,1
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[239 LA CB] [2023-01-16],[239 LA CB] [2023-01-16] [Depth: 21.97 m],239 LA CB,2023-01-16,14:36:23,21.97,22,3.322,7.704,,15.95,27,2,RBR2,RBR #2 XRX620 Serial No 18033,249,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-02-26,chay,1
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[239 LA CB] [2023-01-16],[239 LA CB] [2023-01-16] [Depth: 23 m],239 LA CB,2023-01-16,14:37:05,23,23,3.35,7.569,,15.98,27,2,RBR2,RBR #2 XRX620 Serial No 18033,249,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-02-26,chay,1
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[239 LA CB] [2023-01-16],[239 LA CB] [2023-01-16] [Depth: 23.99 m],239 LA CB,2023-01-16,14:37:55,23.99,24,3.378,7.068,,16.1,27,2,RBR2,RBR #2 XRX620 Serial No 18033,249,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-02-26,chay,1
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[239 LA CB] [2023-01-16],[239 LA CB] [2023-01-16] [Depth: 24.99 m],239 LA CB,2023-01-16,14:38:35,24.99,25,3.403,6.864,,16.07,27,2,RBR2,RBR #2 XRX620 Serial No 18033,249,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-02-26,chay,1
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[239 LA CB] [2023-01-16],[239 LA CB] [2023-01-16] [Depth: 26 m],239 LA CB,2023-01-16,14:39:23,26,26,3.474,6.348,,16.12,27,2,RBR2,RBR #2 XRX620 Serial No 18033,249,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-02-26,chay,1
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[239 LA CB] [2023-01-16],[239 LA CB] [2023-01-16] [Depth: 27 m],239 LA CB,2023-01-16,14:40:13,27,27,3.491,5.697,,16.15,27,2,RBR2,RBR #2 XRX620 Serial No 18033,249,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-02-26,chay,1
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[239 LA CB] [2023-01-16],[239 LA CB] [2023-01-16] [Depth: 28 m],239 LA CB,2023-01-16,14:41:09,28,28,3.559,4.978,,16.33,28,2,RBR2,RBR #2 XRX620 Serial No 18033,249,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-02-26,chay,1
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[239 LA CB] [2023-01-16],[239 LA CB] [2023-01-16] [Depth: 29 m],239 LA CB,2023-01-16,14:42:07,29,29,3.616,4.116,,16.51,28,2,RBR2,RBR #2 XRX620 Serial No 18033,249,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-02-26,chay,1
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[239 LA CB] [2023-01-16],[239 LA CB] [2023-01-16] [Depth: 29.99 m],239 LA CB,2023-01-16,14:43:02,29.99,30,3.683,3.201,,17.05,29,2,RBR2,RBR #2 XRX620 Serial No 18033,249,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-02-26,chay,1
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[239 LA CB] [2023-01-16],[239 LA CB] [2023-01-16] [Depth: 30.48 m],239 LA CB,2023-01-16,14:44:01,30.48,,3.72,2.539,,45.84,77,2,RBR2,RBR #2 XRX620 Serial No 18033,249,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-02-26,chay,1
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[239 LA CB] [2023-03-13],[239 LA CB] [2023-03-13] [Depth: 0.472 m],239 LA CB,2023-03-13,8:56:46,0.472,0.5,0.345,11.62,,17.51,33,3,RBR2,RBR #2 XRX620 Serial No 18033,249,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-02-26,chay,1
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[239 LA CB] [2023-03-13],[239 LA CB] [2023-03-13] [Depth: 0.991 m],239 LA CB,2023-03-13,8:57:52,0.991,1,1.119,10.98,,16.92,31,3,RBR2,RBR #2 XRX620 Serial No 18033,249,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-02-26,chay,1
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[239 LA CB] [2023-03-13],[239 LA CB] [2023-03-13] [Depth: 2.015 m],239 LA CB,2023-03-13,8:59:07,2.015,2,2.144,9.72,,15.87,28,2,RBR2,RBR #2 XRX620 Serial No 18033,249,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-02-26,chay,1
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[239 LA CB] [2023-03-13],[239 LA CB] [2023-03-13] [Depth: 3.033 m],239 LA CB,2023-03-13,9:00:06,3.033,3,2.583,9.09,,15.51,27,2,RBR2,RBR #2 XRX620 Serial No 18033,249,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-02-26,chay,1
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[239 LA CB] [2023-03-13],[239 LA CB] [2023-03-13] [Depth: 4.002 m],239 LA CB,2023-03-13,9:00:55,4.002,4,2.77,8.86,,15.52,27,2,RBR2,RBR #2 XRX620 Serial No 18033,249,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-02-26,chay,1
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[239 LA CB] [2023-03-13],[239 LA CB] [2023-03-13] [Depth: 4.971 m],239 LA CB,2023-03-13,9:01:39,4.971,5,2.845,8.75,,15.55,27,2,RBR2,RBR #2 XRX620 Serial No 18033,249,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-02-26,chay,1
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[239 LA CB] [2023-03-13],[239 LA CB] [2023-03-13] [Depth: 6.097 m],239 LA CB,2023-03-13,9:02:30,6.097,6,2.941,8.6,,15.6,27,2,RBR2,RBR #2 XRX620 Serial No 18033,249,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-02-26,chay,1
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[239 LA CB] [2023-03-13],[239 LA CB] [2023-03-13] [Depth: 7.013 m],239 LA CB,2023-03-13,9:03:37,7.013,7,3.007,8.45,,15.68,27,2,RBR2,RBR #2 XRX620 Serial No 18033,249,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-02-26,chay,1
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[239 LA CB] [2023-03-13],[239 LA CB] [2023-03-13] [Depth: 7.996 m],239 LA CB,2023-03-13,9:04:25,7.996,8,3.022,8.36,,15.7,27,2,RBR2,RBR #2 XRX620 Serial No 18033,249,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-02-26,chay,1
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[239 LA CB] [2023-03-13],[239 LA CB] [2023-03-13] [Depth: 8.99 m],239 LA CB,2023-03-13,9:05:12,8.99,9,3.063,8.23,,15.77,27,2,RBR2,RBR #2 XRX620 Serial No 18033,249,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-02-26,chay,1
GC0,"Water profiles for limnological parameters (temperature, oxygen, and other)",XX01,MULTIPLE PROJECTS OR UNIMPORTANT WHICH PROJECT,[239 LA CB] [2023-03-13],[239 LA CB] [2023-03-13] [Depth: 9.95 m],239 LA CB,2023-03-13,9:05:54,9.95,10,3.125,8.04,,15.85,27,2,RBR2,RBR #2 XRX620 Serial No 18033,249,LP3,Limnology profile sampling via multiparameter probe (not just temp and oxygen),LVL1,hydrolim crew,1004,Ken A Sandilands,,,2025-02-26,chay,1
