Sample ID,Site,Date Collected,Test,Parameter,Result,Units,Rep. Limit,Instrument,Method,Analyst,Analysis Date,Order ID,Matrix,,,,
2024091705-01,304 LA CB Epi,09-17-2024,Absorbance scan,E2:E4,16.619,,,Shimadzu UV1800 Scanning Spectrophotometer,ELA-Absorbance scan,ctaylor,09-23-2024 22:00,2024091705,Lake Water,,,,
2024091705-01,304 LA CB Epi,09-17-2024,Absorbance scan,S275-295,0.0163,,,Shimadzu UV1800 Scanning Spectrophotometer,ELA-Absorbance scan,ctaylor,09-23-2024 22:00,2024091705,Lake Water,,,,
2024091705-01,304 LA CB Epi,09-17-2024,Absorbance scan,A254,80.8353,m^-1,,Shimadzu UV1800 Scanning Spectrophotometer,ELA-Absorbance scan,ctaylor,09-23-2024 22:00,2024091705,Lake Water,,,,
2024091705-01,304 LA CB Epi,09-17-2024,Absorbance scan,E2:E3,5.209,,,Shimadzu UV1800 Scanning Spectrophotometer,ELA-Absorbance scan,ctaylor,09-23-2024 22:00,2024091705,Lake Water,,,,
2024091705-01,304 LA CB Epi,09-17-2024,Alk,Alk,79.6,µEq/L,,MANTECH MT-100,ELA-MT100,ctaylor,09-16-2024 22:00,2024091705,Lake Water,,,,
2024091705-01,304 LA CB Epi,09-17-2024,Anions,Cl,0.13,mg/L,0.01,Shimadzu HIC-ESP,ELA-ClSO4,shavens,04-30-2025 22:00,2024091705,Lake Water,,,,
2024091705-01,304 LA CB Epi,09-17-2024,Anions,SO4,0.19,mg/L,0.03,Shimadzu HIC-ESP,ELA-ClSO4,shavens,04-30-2025 22:00,2024091705,Lake Water,,,,
2024091705-01,304 LA CB Epi,09-17-2024,Cations,Ca,,mg/L,,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,,,2024091705,Lake Water,,,,
2024091705-01,304 LA CB Epi,09-17-2024,Cations,Fe,,mg/L,,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,,,2024091705,Lake Water,,,,
2024091705-01,304 LA CB Epi,09-17-2024,Cations,Na,,mg/L,,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,,,2024091705,Lake Water,,,,
2024091705-01,304 LA CB Epi,09-17-2024,Cations,K,,mg/L,,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,,,2024091705,Lake Water,,,,
2024091705-01,304 LA CB Epi,09-17-2024,Cations,Mg,,mg/L,,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,,,2024091705,Lake Water,,,,
2024091705-01,304 LA CB Epi,09-17-2024,Cations,Mn,,mg/L,,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,,,2024091705,Lake Water,,,,
2024091705-01,304 LA CB Epi,09-17-2024,Cations,Mo,,mg/L,,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,,,2024091705,Lake Water,,,,
2024091705-01,304 LA CB Epi,09-17-2024,Chla,Chla,6.03,µg/L,0.5,Turner Designs Trilogy Fluorometer,ELA-Chla,gmollot,10-17-2024 22:00,2024091705,Lake Water,,,,
2024091705-01,304 LA CB Epi,09-17-2024,DIC,DIC,113,µmol/L,,LI-850 LI-COR CO2/H20 Gas Analyzer,ELA-DIC,ctaylor,09-16-2024 22:00,2024091705,Lake Water,,,,
2024091705-01,304 LA CB Epi,09-17-2024,DOC,DOC,,µmol/L,,Elementar Enviro-TOC,ELA-DOC,,,2024091705,Lake Water,,,,
2024091705-01,304 LA CB Epi,09-17-2024,NH3,NH3-N,3,µg/L,3.5,AutoAnalyzer 3,ELA-NOxNH3,knandi,09-16-2024 22:00,2024091705,Lake Water,,,,
2024091705-01,304 LA CB Epi,09-17-2024,NO2,NO2-N,0.1,µg/L,0.5,AutoAnalyzer 3,ELA-NOxNH3,knandi,09-16-2024 22:00,2024091705,Lake Water,,,,
2024091705-01,304 LA CB Epi,09-17-2024,NO3,NO3-N,0,µg/L,3.1,AutoAnalyzer 3,ELA-NOxNH3,knandi,10-16-2024 22:00,2024091705,Lake Water,,,,
2024091705-01,304 LA CB Epi,09-17-2024,Part C/N,Part N,,µg/L,,Elementar UNICUBE Organic Elemental Analyzer,ELA-PartCN,,,2024091705,Lake Water,,,,
2024091705-01,304 LA CB Epi,09-17-2024,Part C/N,Part C,,µg/L,,Elementar UNICUBE Organic Elemental Analyzer,ELA-PartCN,,,2024091705,Lake Water,,,,
2024091705-01,304 LA CB Epi,09-17-2024,Part Fe,Part Fe,,µg/L,19.4,PerkinElmer AAnalyst 400 AAS,ELA-PartFe,,,2024091705,Lake Water,,,,
2024091705-01,304 LA CB Epi,09-17-2024,Part P,Part P,,µg/L,1,Shimadzu UV1800 Scanning Spectrophotometer,ELA-PartP,,,2024091705,Lake Water,,,,
2024091705-01,304 LA CB Epi,09-17-2024,pH,pH,6.03,SU,,Thermo Scientific Orion Star A211 pH Meter,ELA-pH,ctaylor,09-16-2024 22:00,2024091705,Lake Water,,,,
2024091705-01,304 LA CB Epi,09-17-2024,SRSi,SRSi,1.874,mg/L,0.02,Shimadzu UV1800 Scanning Spectrophotometer,ELA-SRSi,kgibbons,05-11-2025 22:00,2024091705,Lake Water,,,,
2024091705-01,304 LA CB Epi,09-17-2024,TDN,TDN,481,µg/L,40,AutoAnalyzer 3,ELA-TDN/TDP,knandi,09-25-2024 22:00,2024091705,Lake Water,,,,
2024091705-01,304 LA CB Epi,09-17-2024,TDP,TDP,24.2,µg/L,0.7,AutoAnalyzer 3,ELA-TDN/TDP,knandi,09-25-2024 22:00,2024091705,Lake Water,,,,
2024091705-02,304 LA CB Meta,09-17-2024,Absorbance scan,E2:E3,5.1064,,,Shimadzu UV1800 Scanning Spectrophotometer,ELA-Absorbance scan,ctaylor,09-23-2024 22:00,2024091705,Lake Water,,,,
2024091705-02,304 LA CB Meta,09-17-2024,Absorbance scan,A254,55.7326,m^-1,,Shimadzu UV1800 Scanning Spectrophotometer,ELA-Absorbance scan,ctaylor,09-23-2024 22:00,2024091705,Lake Water,,,,
2024091705-02,304 LA CB Meta,09-17-2024,Absorbance scan,S275-295,0.0161,,,Shimadzu UV1800 Scanning Spectrophotometer,ELA-Absorbance scan,ctaylor,09-23-2024 22:00,2024091705,Lake Water,,,,
2024091705-02,304 LA CB Meta,09-17-2024,Absorbance scan,E2:E4,17.1429,,,Shimadzu UV1800 Scanning Spectrophotometer,ELA-Absorbance scan,ctaylor,09-23-2024 22:00,2024091705,Lake Water,,,,
2024091705-02,304 LA CB Meta,09-17-2024,Absorbance scan,SR,0.9196,,,Shimadzu UV1800 Scanning Spectrophotometer,ELA-Absorbance scan,ctaylor,09-23-2024 22:00,2024091705,Lake Water,,,,
2024091705-02,304 LA CB Meta,09-17-2024,Absorbance scan,S350-400,0.0175,,,Shimadzu UV1800 Scanning Spectrophotometer,ELA-Absorbance scan,ctaylor,09-23-2024 22:00,2024091705,Lake Water,,,,
2024091705-02,304 LA CB Meta,09-17-2024,Absorbance scan,SUVA,,L/µmol·m,,Shimadzu UV1800 Scanning Spectrophotometer,ELA-Absorbance scan,ctaylor,09-23-2024 22:00,2024091705,Lake Water,,,,
2024091705-02,304 LA CB Meta,09-17-2024,Alk,Alk,190,µEq/L,,MANTECH MT-100,ELA-MT100,ctaylor,09-16-2024 22:00,2024091705,Lake Water,,,,
2024091705-02,304 LA CB Meta,09-17-2024,Anions,Cl,0.22,mg/L,0.01,Shimadzu HIC-ESP,ELA-ClSO4,shavens,04-30-2025 22:00,2024091705,Lake Water,,,,
2024091705-02,304 LA CB Meta,09-17-2024,Anions,SO4,0.41,mg/L,0.03,Shimadzu HIC-ESP,ELA-ClSO4,shavens,04-30-2025 22:00,2024091705,Lake Water,,,,
2024091705-02,304 LA CB Meta,09-17-2024,Cations,Fe,,mg/L,,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,,,2024091705,Lake Water,,,,
2024091705-02,304 LA CB Meta,09-17-2024,Cations,Ca,,mg/L,,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,,,2024091705,Lake Water,,,,
2024091705-02,304 LA CB Meta,09-17-2024,Cations,Na,,mg/L,,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,,,2024091705,Lake Water,,,,
2024091705-02,304 LA CB Meta,09-17-2024,Cations,Mo,,mg/L,,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,,,2024091705,Lake Water,,,,
2024091705-02,304 LA CB Meta,09-17-2024,Cations,Mn,,mg/L,,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,,,2024091705,Lake Water,,,,
2024091705-02,304 LA CB Meta,09-17-2024,Cations,Mg,,mg/L,,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,,,2024091705,Lake Water,,,,
2024091705-02,304 LA CB Meta,09-17-2024,Cations,K,,mg/L,,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,,,2024091705,Lake Water,,,,
2024091705-02,304 LA CB Meta,09-17-2024,Chla,Chla,43.6,µg/L,0.5,Turner Designs Trilogy Fluorometer,ELA-Chla,gmollot,10-17-2024 22:00,2024091705,Lake Water,,,,
2024091705-02,304 LA CB Meta,09-17-2024,DIC,DIC,614,µmol/L,,LI-850 LI-COR CO2/H20 Gas Analyzer,ELA-DIC,ctaylor,09-16-2024 22:00,2024091705,Lake Water,,,,
2024091705-02,304 LA CB Meta,09-17-2024,DOC,DOC,,µmol/L,,Elementar Enviro-TOC,ELA-DOC,,,2024091705,Lake Water,,,,
2024091705-02,304 LA CB Meta,09-17-2024,NH3,NH3-N,486,µg/L,3.5,AutoAnalyzer 3,ELA-NOxNH3,knandi,09-16-2024 22:00,2024091705,Lake Water,,,,
2024091705-02,304 LA CB Meta,09-17-2024,NO2,NO2-N,0,µg/L,0.5,AutoAnalyzer 3,ELA-NOxNH3,knandi,09-16-2024 22:00,2024091705,Lake Water,,,,
2024091705-02,304 LA CB Meta,09-17-2024,NO3,NO3-N,0,µg/L,3.1,AutoAnalyzer 3,ELA-NOxNH3,knandi,10-16-2024 22:00,2024091705,Lake Water,,,,
2024091705-02,304 LA CB Meta,09-17-2024,Part C/N,Part C,,µg/L,,Elementar UNICUBE Organic Elemental Analyzer,ELA-PartCN,,,2024091705,Lake Water,,,,
2024091705-02,304 LA CB Meta,09-17-2024,Part C/N,Part N,,µg/L,,Elementar UNICUBE Organic Elemental Analyzer,ELA-PartCN,,,2024091705,Lake Water,,,,
2024091705-02,304 LA CB Meta,09-17-2024,Part Fe,Part Fe,,µg/L,19.4,PerkinElmer AAnalyst 400 AAS,ELA-PartFe,,,2024091705,Lake Water,,,,
2024091705-02,304 LA CB Meta,09-17-2024,Part P,Part P,,µg/L,1,Shimadzu UV1800 Scanning Spectrophotometer,ELA-PartP,,,2024091705,Lake Water,,,,
2024091705-02,304 LA CB Meta,09-17-2024,pH,pH,5.81,SU,,Thermo Scientific Orion Star A211 pH Meter,ELA-pH,ctaylor,09-16-2024 22:00,2024091705,Lake Water,,,,
2024091705-02,304 LA CB Meta,09-17-2024,SRSi,SRSi,0.724,mg/L,0.02,Shimadzu UV1800 Scanning Spectrophotometer,ELA-SRSi,kgibbons,05-11-2025 22:00,2024091705,Lake Water,,,,
2024091705-02,304 LA CB Meta,09-17-2024,TDN,TDN,907,µg/L,40,AutoAnalyzer 3,ELA-TDN/TDP,knandi,09-25-2024 22:00,2024091705,Lake Water,,,,
2024091705-02,304 LA CB Meta,09-17-2024,TDP,TDP,12.9,µg/L,0.7,AutoAnalyzer 3,ELA-TDN/TDP,knandi,09-25-2024 22:00,2024091705,Lake Water,,,,
2024091705-03,304 LA CB 2m,09-17-2024,Absorbance scan,SUVA,,L/µmol·m,,Shimadzu UV1800 Scanning Spectrophotometer,ELA-Absorbance scan,ctaylor,09-23-2024 22:00,2024091705,Lake Water,,,,
2024091705-03,304 LA CB 2m,09-17-2024,Absorbance scan,S350-400,0.0178,,,Shimadzu UV1800 Scanning Spectrophotometer,ELA-Absorbance scan,ctaylor,09-23-2024 22:00,2024091705,Lake Water,,,,
2024091705-03,304 LA CB 2m,09-17-2024,Absorbance scan,SR,0.9202,,,Shimadzu UV1800 Scanning Spectrophotometer,ELA-Absorbance scan,ctaylor,09-23-2024 22:00,2024091705,Lake Water,,,,
2024091705-03,304 LA CB 2m,09-17-2024,Absorbance scan,E2:E4,17.35,,,Shimadzu UV1800 Scanning Spectrophotometer,ELA-Absorbance scan,ctaylor,09-23-2024 22:00,2024091705,Lake Water,,,,
2024091705-03,304 LA CB 2m,09-17-2024,Absorbance scan,S275-295,0.0164,,,Shimadzu UV1800 Scanning Spectrophotometer,ELA-Absorbance scan,ctaylor,09-23-2024 22:00,2024091705,Lake Water,,,,
2024091705-03,304 LA CB 2m,09-17-2024,Absorbance scan,A254,80.3747,m^-1,,Shimadzu UV1800 Scanning Spectrophotometer,ELA-Absorbance scan,ctaylor,09-23-2024 22:00,2024091705,Lake Water,,,,
2024091705-03,304 LA CB 2m,09-17-2024,Absorbance scan,E2:E3,5.2576,,,Shimadzu UV1800 Scanning Spectrophotometer,ELA-Absorbance scan,ctaylor,09-23-2024 22:00,2024091705,Lake Water,,,,
2024091705-03,304 LA CB 2m,09-17-2024,Alk,Alk,81.8,µEq/L,,MANTECH MT-100,ELA-MT100,ctaylor,09-16-2024 22:00,2024091705,Lake Water,,,,
2024091705-03,304 LA CB 2m,09-17-2024,Anions,Cl,0.13,mg/L,0.01,Shimadzu HIC-ESP,ELA-ClSO4,shavens,04-30-2025 22:00,2024091705,Lake Water,,,,
2024091705-03,304 LA CB 2m,09-17-2024,Anions,SO4,0.19,mg/L,0.03,Shimadzu HIC-ESP,ELA-ClSO4,shavens,04-30-2025 22:00,2024091705,Lake Water,,,,
2024091705-03,304 LA CB 2m,09-17-2024,Cations,Ca,,mg/L,,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,,,2024091705,Lake Water,,,,
2024091705-03,304 LA CB 2m,09-17-2024,Cations,Fe,,mg/L,,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,,,2024091705,Lake Water,,,,
2024091705-03,304 LA CB 2m,09-17-2024,Cations,Na,,mg/L,,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,,,2024091705,Lake Water,,,,
2024091705-03,304 LA CB 2m,09-17-2024,Cations,K,,mg/L,,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,,,2024091705,Lake Water,,,,
2024091705-03,304 LA CB 2m,09-17-2024,Cations,Mg,,mg/L,,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,,,2024091705,Lake Water,,,,
2024091705-03,304 LA CB 2m,09-17-2024,Cations,Mn,,mg/L,,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,,,2024091705,Lake Water,,,,
2024091705-03,304 LA CB 2m,09-17-2024,Cations,Mo,,mg/L,,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,,,2024091705,Lake Water,,,,
2024091705-03,304 LA CB 2m,09-17-2024,Chla,Chla,5.08,µg/L,0.5,Turner Designs Trilogy Fluorometer,ELA-Chla,gmollot,10-17-2024 22:00,2024091705,Lake Water,,,,
2024091705-03,304 LA CB 2m,09-17-2024,DIC,DIC,207,µmol/L,,LI-850 LI-COR CO2/H20 Gas Analyzer,ELA-DIC,ctaylor,09-16-2024 22:00,2024091705,Lake Water,,,,
2024091705-03,304 LA CB 2m,09-17-2024,DOC,DOC,,µmol/L,,Elementar Enviro-TOC,ELA-DOC,,,2024091705,Lake Water,,,,
2024091705-03,304 LA CB 2m,09-17-2024,NH3,NH3-N,9,µg/L,3.5,AutoAnalyzer 3,ELA-NOxNH3,knandi,09-16-2024 22:00,2024091705,Lake Water,,,,
2024091705-03,304 LA CB 2m,09-17-2024,NO2,NO2-N,0.2,µg/L,0.5,AutoAnalyzer 3,ELA-NOxNH3,knandi,09-16-2024 22:00,2024091705,Lake Water,,,,
2024091705-03,304 LA CB 2m,09-17-2024,NO3,NO3-N,0,µg/L,3.1,AutoAnalyzer 3,ELA-NOxNH3,knandi,10-16-2024 22:00,2024091705,Lake Water,,,,
2024091705-03,304 LA CB 2m,09-17-2024,Part C/N,Part N,,µg/L,,Elementar UNICUBE Organic Elemental Analyzer,ELA-PartCN,,,2024091705,Lake Water,,,,
2024091705-03,304 LA CB 2m,09-17-2024,Part C/N,Part C,,µg/L,,Elementar UNICUBE Organic Elemental Analyzer,ELA-PartCN,,,2024091705,Lake Water,,,,
2024091705-03,304 LA CB 2m,09-17-2024,Part Fe,Part Fe,,µg/L,19.4,PerkinElmer AAnalyst 400 AAS,ELA-PartFe,,,2024091705,Lake Water,,,,
2024091705-03,304 LA CB 2m,09-17-2024,Part P,Part P,,µg/L,1,Shimadzu UV1800 Scanning Spectrophotometer,ELA-PartP,,,2024091705,Lake Water,,,,
2024091705-03,304 LA CB 2m,09-17-2024,pH,pH,5.77,SU,,Thermo Scientific Orion Star A211 pH Meter,ELA-pH,ctaylor,09-16-2024 22:00,2024091705,Lake Water,,,,
2024091705-03,304 LA CB 2m,09-17-2024,SRSi,SRSi,0.056,mg/L,0.02,Shimadzu UV1800 Scanning Spectrophotometer,ELA-SRSi,kgibbons,05-11-2025 22:00,2024091705,Lake Water,,,,
2024091705-03,304 LA CB 2m,09-17-2024,TDN,TDN,388,µg/L,40,AutoAnalyzer 3,ELA-TDN/TDP,knandi,09-25-2024 22:00,2024091705,Lake Water,,,,
2024091705-03,304 LA CB 2m,09-17-2024,TDP,TDP,23.4,µg/L,0.7,AutoAnalyzer 3,ELA-TDN/TDP,knandi,09-25-2024 22:00,2024091705,Lake Water,,,,
2024091705-04,304 LA CB 4m,09-17-2024,Absorbance scan,E2:E3,3.878,,,Shimadzu UV1800 Scanning Spectrophotometer,ELA-Absorbance scan,ctaylor,09-23-2024 22:00,2024091705,Lake Water,,,,
2024091705-04,304 LA CB 4m,09-17-2024,Absorbance scan,A254,73.9263,m^-1,,Shimadzu UV1800 Scanning Spectrophotometer,ELA-Absorbance scan,ctaylor,09-23-2024 22:00,2024091705,Lake Water,,,,
2024091705-04,304 LA CB 4m,09-17-2024,Absorbance scan,S275-295,0.0125,,,Shimadzu UV1800 Scanning Spectrophotometer,ELA-Absorbance scan,ctaylor,09-23-2024 22:00,2024091705,Lake Water,,,,
2024091705-04,304 LA CB 4m,09-17-2024,Absorbance scan,E2:E4,13.25,,,Shimadzu UV1800 Scanning Spectrophotometer,ELA-Absorbance scan,ctaylor,09-23-2024 22:00,2024091705,Lake Water,,,,
2024091705-04,304 LA CB 4m,09-17-2024,Absorbance scan,SR,0.7222,,,Shimadzu UV1800 Scanning Spectrophotometer,ELA-Absorbance scan,ctaylor,09-23-2024 22:00,2024091705,Lake Water,,,,
2024091705-04,304 LA CB 4m,09-17-2024,Absorbance scan,S350-400,0.0173,,,Shimadzu UV1800 Scanning Spectrophotometer,ELA-Absorbance scan,ctaylor,09-23-2024 22:00,2024091705,Lake Water,,,,
2024091705-04,304 LA CB 4m,09-17-2024,Absorbance scan,SUVA,,L/µmol·m,,Shimadzu UV1800 Scanning Spectrophotometer,ELA-Absorbance scan,ctaylor,09-23-2024 22:00,2024091705,Lake Water,,,,
2024091705-04,304 LA CB 4m,09-17-2024,Alk,Alk,326.2,µEq/L,,MANTECH MT-100,ELA-MT100,ctaylor,09-16-2024 22:00,2024091705,Lake Water,,,,
2024091705-04,304 LA CB 4m,09-17-2024,Anions,Cl,0.23,mg/L,0.01,Shimadzu HIC-ESP,ELA-ClSO4,shavens,04-30-2025 22:00,2024091705,Lake Water,,,,
2024091705-04,304 LA CB 4m,09-17-2024,Anions,SO4,0.31,mg/L,0.03,Shimadzu HIC-ESP,ELA-ClSO4,shavens,04-30-2025 22:00,2024091705,Lake Water,,,,
2024091705-04,304 LA CB 4m,09-17-2024,Cations,Fe,,mg/L,,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,,,2024091705,Lake Water,,,,
2024091705-04,304 LA CB 4m,09-17-2024,Cations,Ca,,mg/L,,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,,,2024091705,Lake Water,,,,
2024091705-04,304 LA CB 4m,09-17-2024,Cations,Na,,mg/L,,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,,,2024091705,Lake Water,,,,
2024091705-04,304 LA CB 4m,09-17-2024,Cations,Mo,,mg/L,,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,,,2024091705,Lake Water,,,,
2024091705-04,304 LA CB 4m,09-17-2024,Cations,Mn,,mg/L,,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,,,2024091705,Lake Water,,,,
2024091705-04,304 LA CB 4m,09-17-2024,Cations,Mg,,mg/L,,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,,,2024091705,Lake Water,,,,
2024091705-04,304 LA CB 4m,09-17-2024,Cations,K,,mg/L,,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,,,2024091705,Lake Water,,,,
2024091705-04,304 LA CB 4m,09-17-2024,Chla,Chla,119.36,µg/L,0.5,Turner Designs Trilogy Fluorometer,ELA-Chla,gmollot,10-17-2024 22:00,2024091705,Lake Water,,,,
2024091705-04,304 LA CB 4m,09-17-2024,DIC,DIC,1011,µmol/L,,LI-850 LI-COR CO2/H20 Gas Analyzer,ELA-DIC,ctaylor,09-16-2024 22:00,2024091705,Lake Water,,,,
2024091705-04,304 LA CB 4m,09-17-2024,DOC,DOC,,µmol/L,,Elementar Enviro-TOC,ELA-DOC,,,2024091705,Lake Water,,,,
2024091705-04,304 LA CB 4m,09-17-2024,NH3,NH3-N,1714,µg/L,3.5,AutoAnalyzer 3,ELA-NOxNH3,knandi,09-16-2024 22:00,2024091705,Lake Water,,,,
2024091705-04,304 LA CB 4m,09-17-2024,NO2,NO2-N,0.3,µg/L,0.5,AutoAnalyzer 3,ELA-NOxNH3,knandi,09-16-2024 22:00,2024091705,Lake Water,,,,
2024091705-04,304 LA CB 4m,09-17-2024,NO3,NO3-N,0,µg/L,3.1,AutoAnalyzer 3,ELA-NOxNH3,knandi,10-16-2024 22:00,2024091705,Lake Water,,,,
2024091705-04,304 LA CB 4m,09-17-2024,Part C/N,Part C,,µg/L,,Elementar UNICUBE Organic Elemental Analyzer,ELA-PartCN,,,2024091705,Lake Water,,,,
2024091705-04,304 LA CB 4m,09-17-2024,Part C/N,Part N,,µg/L,,Elementar UNICUBE Organic Elemental Analyzer,ELA-PartCN,,,2024091705,Lake Water,,,,
2024091705-04,304 LA CB 4m,09-17-2024,Part Fe,Part Fe,,µg/L,19.4,PerkinElmer AAnalyst 400 AAS,ELA-PartFe,,,2024091705,Lake Water,,,,
2024091705-04,304 LA CB 4m,09-17-2024,Part P,Part P,,µg/L,1,Shimadzu UV1800 Scanning Spectrophotometer,ELA-PartP,,,2024091705,Lake Water,,,,
2024091705-04,304 LA CB 4m,09-17-2024,pH,pH,5.88,SU,,Thermo Scientific Orion Star A211 pH Meter,ELA-pH,ctaylor,09-16-2024 22:00,2024091705,Lake Water,,,,
2024091705-04,304 LA CB 4m,09-17-2024,SRSi,SRSi,1.33,mg/L,0.02,Shimadzu UV1800 Scanning Spectrophotometer,ELA-SRSi,kgibbons,05-11-2025 22:00,2024091705,Lake Water,,,,
2024091705-04,304 LA CB 4m,09-17-2024,TDN,TDN,2113,µg/L,40,AutoAnalyzer 3,ELA-TDN/TDP,knandi,09-25-2024 22:00,2024091705,Lake Water,,,,
2024091705-04,304 LA CB 4m,09-17-2024,TDP,TDP,42.2,µg/L,0.7,AutoAnalyzer 3,ELA-TDN/TDP,knandi,09-25-2024 22:00,2024091705,Lake Water,,,,
2024091705-05,304 LA CB 6m,09-17-2024,Absorbance scan,SUVA,,L/µmol·m,,Shimadzu UV1800 Scanning Spectrophotometer,ELA-Absorbance scan,ctaylor,09-23-2024 22:00,2024091705,Lake Water,,,,
2024091705-05,304 LA CB 6m,09-17-2024,Absorbance scan,S350-400,0.0168,,,Shimadzu UV1800 Scanning Spectrophotometer,ELA-Absorbance scan,ctaylor,09-23-2024 22:00,2024091705,Lake Water,,,,
2024091705-05,304 LA CB 6m,09-17-2024,Absorbance scan,SR,0.5787,,,Shimadzu UV1800 Scanning Spectrophotometer,ELA-Absorbance scan,ctaylor,09-23-2024 22:00,2024091705,Lake Water,,,,
2024091705-05,304 LA CB 6m,09-17-2024,Absorbance scan,E2:E4,10.7465,,,Shimadzu UV1800 Scanning Spectrophotometer,ELA-Absorbance scan,ctaylor,09-23-2024 22:00,2024091705,Lake Water,,,,
2024091705-05,304 LA CB 6m,09-17-2024,Absorbance scan,S275-295,0.0097,,,Shimadzu UV1800 Scanning Spectrophotometer,ELA-Absorbance scan,ctaylor,09-23-2024 22:00,2024091705,Lake Water,,,,
2024091705-05,304 LA CB 6m,09-17-2024,Absorbance scan,A254,177.1007,m^-1,,Shimadzu UV1800 Scanning Spectrophotometer,ELA-Absorbance scan,ctaylor,09-23-2024 22:00,2024091705,Lake Water,,,,
2024091705-05,304 LA CB 6m,09-17-2024,Absorbance scan,E2:E3,3.2468,,,Shimadzu UV1800 Scanning Spectrophotometer,ELA-Absorbance scan,ctaylor,09-23-2024 22:00,2024091705,Lake Water,,,,
2024091705-05,304 LA CB 6m,09-17-2024,Alk,Alk,462.4,µEq/L,,MANTECH MT-100,ELA-MT100,ctaylor,09-16-2024 22:00,2024091705,Lake Water,,,,
2024091705-05,304 LA CB 6m,09-17-2024,Anions,Cl,0.27,mg/L,0.01,Shimadzu HIC-ESP,ELA-ClSO4,shavens,04-30-2025 22:00,2024091705,Lake Water,,,,
2024091705-05,304 LA CB 6m,09-17-2024,Anions,SO4,0.32,mg/L,0.03,Shimadzu HIC-ESP,ELA-ClSO4,shavens,04-30-2025 22:00,2024091705,Lake Water,,,,
2024091705-05,304 LA CB 6m,09-17-2024,Cations,Ca,,mg/L,,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,,,2024091705,Lake Water,,,,
2024091705-05,304 LA CB 6m,09-17-2024,Cations,Fe,,mg/L,,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,,,2024091705,Lake Water,,,,
2024091705-05,304 LA CB 6m,09-17-2024,Cations,Na,,mg/L,,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,,,2024091705,Lake Water,,,,
2024091705-05,304 LA CB 6m,09-17-2024,Cations,K,,mg/L,,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,,,2024091705,Lake Water,,,,
2024091705-05,304 LA CB 6m,09-17-2024,Cations,Mg,,mg/L,,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,,,2024091705,Lake Water,,,,
2024091705-05,304 LA CB 6m,09-17-2024,Cations,Mn,,mg/L,,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,,,2024091705,Lake Water,,,,
2024091705-05,304 LA CB 6m,09-17-2024,Cations,Mo,,mg/L,,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,,,2024091705,Lake Water,,,,
2024091705-05,304 LA CB 6m,09-17-2024,Chla,Chla,84.29,µg/L,0.5,Turner Designs Trilogy Fluorometer,ELA-Chla,gmollot,10-17-2024 22:00,2024091705,Lake Water,,,,
2024091705-05,304 LA CB 6m,09-17-2024,DIC,DIC,1422,µmol/L,,LI-850 LI-COR CO2/H20 Gas Analyzer,ELA-DIC,ctaylor,09-16-2024 22:00,2024091705,Lake Water,,,,
2024091705-05,304 LA CB 6m,09-17-2024,DOC,DOC,,µmol/L,,Elementar Enviro-TOC,ELA-DOC,,,2024091705,Lake Water,,,,
